name_full,locality,first_elected_year,reelection_year,ideology_score,party_code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,,,,,
Mahlon Priest,wa,2002,2010,0.470098451,R,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Scott Sanford,tx,2012,2018,0.921105377,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Kathleen Vinehout,wi,2006,2018,-0.843716109,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
James Thomas Waggoner,al,1989,2018,0.764551744,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Matthew A. Harrington,me,2015,2018,0.920392337,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
Diane Edith Watson,us,2001,2010,-1.886834297,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Wallace Berry Scarborough,sc,2000,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Ken Svedjan,nd,1990,2010,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Vernon G. Smith,in,1990,2018,-1.54022842,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Harry Lewis Jr.,pa,2014,2018,0.440225617,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Paul Valandra,sd,2000,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
James Carl Marchant Jr.,nv,2016,2018,1.208498918,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Thomas C. Creighton,pa,2000,2012,1.884551875,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Jane P. Kelley,nh,2006,2008,,D,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
H. Robert Menear III,nh,2012,2014,-0.96260877,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,
Michael W. McKay,md,2014,2018,1.363955681,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Stephanie Tubbs Jones,us,1998,2008,-1.374042312,D,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Pamela T. Brown,nh,2013,2016,-1.319687385,D,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,,,,,
Gus R. Blackwell,ok,2002,2014,0.128365182,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Keith Bales,mt,2002,2010,0.595837038,R,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Thomas B. Letson,oh,2006,2014,-1.199591005,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Renney Morneau,nh,2004,2006,,R,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Larry Converse,nh,2014,2016,-0.499457789,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
Doug Samuelson,wy,1998,2008,0.385198155,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Thomas E. Saunders,in,1996,2018,0.062881285,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Rhonda Burnough,ga,2016,2018,-1.340126039,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Edward J. Price,la,2011,2019,-1.012642924,D,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Ronald Harold Johnson,us,2010,2022,1.025677508,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Peter F. Nehr,fl,2006,2012,0.8106273,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Michael S. Reese,pa,2008,2012,1.276145144,R,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
Erin Houchin,in,2014,2018,-0.123905996,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Sharon L. Erickson Ropes,mn,2006,2010,,DFL,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
George J. Kelly Jr.,us,2010,2018,0.71090914,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Peter C. Schwartzkopf,de,2002,2018,-1.096464133,D,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
John Abney Culberson,us,2000,2018,0.959938859,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Philip K. GiaQuinta,in,2006,2018,-0.802212771,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Charles D. Gray,az,2006,2010,1.297128121,R,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Charles F. Jenkins,ga,2003,2008,-0.165386101,D,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Mario M. Scavello,pa,2014,2018,0.424404998,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Stephen H. Nedeau,nh,2000,2010,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Charles L. Ortega,ok,2008,2018,0.969378014,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
William I. Fine,in,2014,2016,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
Steven R. Becker,ks,2012,2018,-0.301461343,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Christopher Coutu,ct,2008,2012,1.495059566,R,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
Anne-Margaret Ferrante,ma,2008,2018,-0.251928938,D,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Nicole LeFavour,id,2008,2012,1.848463301,D,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
Elton William Gallegly,us,1986,2012,0.779565909,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Leslie R. Adams,va,2013,2017,1.281050896,R,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,,
Donald C. Olson,ak,2000,2020,-0.274437886,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Dwight D. Butler,ky,1994,2014,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Vicki Lorenz Englund,mo,2012,2014,,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,
Joe Rice,co,2006,2010,,D,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Dean R. Kaufert,wi,1990,2014,0.910993119,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Frank Dean Lucas,us,1994,2018,0.676560912,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Mike Hope,wa,2008,2014,0.309267858,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Julius D. Canns,vt,1992,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Timothy Josephson,nh,2016,2018,-1.886602943,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Glenn M. Weatherholtz,va,1995,2005,0.713727822,R,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,
Thomas W. Campbell,wv,1996,2012,-1.194795357,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Jim Zehringer,oh,2007,2010,1.0072847,R,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Ryan E. Gatti,la,2015,2019,-0.096041438,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
Andy Meisner,mi,2002,2008,-1.059705306,D,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Dorthy B. Butcher,co,2002,2008,,D,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Cody John Horlacher,wi,2014,2018,0.682024248,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Michael A. Balboni,nh,2010,2012,0.895170593,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Mark Paul Lepak,ok,2014,2018,0.737264129,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
David Law,mi,2004,2008,0.336368357,R,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Jim Pomeroy,nd,2006,2010,,D,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Tommy Carter,al,1970,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Michael James Dudgeon,ga,2010,2016,0.888343777,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Carl Lovetta Anderson,sc,2004,2018,-1.590320417,D,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Amanda Reeve,az,2010,2012,0.369659158,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Jimmy W. Holley,al,1998,2018,1.096409506,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Donald Harmison Cookman,wv,2013,2014,-0.494604546,D,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,,,
Steven N. Olson,ia,2002,2014,0.775613476,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Bryce Marlatt,ok,2008,2020,0.269679588,I,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Roger Ralph Wehrbein,ne,1986,2006,,NP,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Daniel M. Van Pelt,nj,2007,2009,1.365561917,R,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,,,,,
Alvin A. Holmes,al,1974,2018,-1.452442092,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Malcolm A. Smith,ny,2000,2014,-0.308805604,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Deborah D. Blumer,ma,2000,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
William M. Stanley Jr.,va,2011,2019,0.585152884,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Blake Doriot,in,2016,2020,-0.285333635,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Jon Lindsay,tx,1996,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Hakeem S. Jeffries,us,2012,2018,-1.556138328,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Dennis L. Horlander,ky,1996,2018,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Patrick O'Donnell,ca,2014,2018,-0.422772692,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Joshua H. Stein,nc,2008,2016,-0.554334731,D,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Eric Robinson,ms,1992,2007,,R,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Preston E. Sullivan,ms,2003,2019,-0.170624818,D,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Chester Warren Masterson,ms,1999,2007,,R,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Arthur J. Williams III,nc,2002,2010,,D,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Gavin Franklin Hamilton,ms,1992,2011,0.762748301,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,,
Timothy P. Gordon,ny,2006,2010,0.17298149,I,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
John Robert Lewis,us,1986,2018,-1.916362118,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Elwood Thorpe,nd,1996,2010,-0.510487249,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Tila Rowland Hubrecht,mo,2014,2018,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Kenneth Cowling,ar,2000,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Joan M. Heckaman,nd,2006,2018,-2.34962634,D-NPL,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Victor G. Moffitt,ri,2002,2008,,R,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Jessie L. Osborne,nh,2002,2010,,D,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Donald B. McClarren,nh,2014,2016,0.985030243,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
Robert W. Pritchard,il,2003,2018,0.74140728,R,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Gloria Chisholm Williamson,ms,1999,2007,,D,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Michelle B. Fay,vt,2012,2014,-1.223066012,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,
Anastasia P. Williams,ri,1992,2018,-0.64308039,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Rob Vescovo,mo,2014,2018,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Sean J. Williams,ct,2003,2014,1.133747758,R,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Harry J. Tindell,tn,1990,2012,-0.643307431,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Norlin Mommsen,ia,2014,2018,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Steven Alexander Horsford,nv,2004,2012,,D,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
David Phillip Roe,us,2008,2018,1.002302278,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
David Barr Albo,va,1993,2017,0.366021947,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Douglas Miller,tx,2008,2016,0.36760487,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Charlotte I. O'Hara,ks,2010,2012,1.401016526,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Jeffrey Kaufmann,ia,2004,2012,0.680300616,R,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Julie Bunn,mn,2006,2010,,DFL,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Donald Jay Gaetz,fl,2006,2016,1.891980179,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Michelle Udall,az,2016,2018,0.435258821,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Bob Genetski,mi,2008,2014,1.884218857,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Alonzo T. Washington,md,2012,2018,-1.256480773,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Victoria Marble,co,2012,2020,1.549275765,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Ruth M. Kirk,md,1982,2010,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
James C. Fields Jr.,al,2008,2010,-0.48120476,D,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,,
Jonathan Brostoff,wi,2014,2018,-1.722053028,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Michael Paul Huval,la,2011,2019,0.485550119,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Joseph P. Gresko,ct,2016,2018,-0.996936648,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Antonio Parkinson,tn,2011,2018,-1.545571077,D,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Kathleen Taylor,or,2016,2020,-1.528371865,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Kevin Roberts,tx,2016,2018,0.373940829,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Donna G. Sweaney,vt,1996,2016,-1.255753874,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Bryan Townsend,de,2012,2018,-0.961326759,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Edward S. Flanagan,vt,2004,2010,0.093535539,D,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Richard C. Jasperse,ga,2010,2018,0.488470825,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
William J. O'Neil,nh,2013,2018,-1.217513696,D,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,,
Roy Baker,ne,2014,2018,-1.31081178,NP,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Daniel A. Huseman,ia,1994,2018,0.987227344,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Mary Murphy,mn,1976,2018,-0.534789823,DFL,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Ray Pilon,fl,2010,2016,0.19435859,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
John Francis McKeon,nj,2001,2017,-0.864252745,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Michael B. Diven,pa,2000,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Bernie Hunhoff,sd,2014,2016,-0.743095062,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
Joe Eddins,ok,1994,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ken A. Esquibel,wy,2006,2016,-0.702133537,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
John Thomas Lamar III,ms,2011,2019,0.307134652,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Rachel Zenzinger,co,2016,2020,-0.737146375,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Diane Franklin,mo,2010,2018,,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Mitchell Smith Setzer,nc,1998,2018,0.781794667,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Larry J. Parrish,ga,1984,2018,0.097655946,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
L. Gary Knight,me,2006,2014,0.791067107,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Kathe Lloyd Decker,ks,1998,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Gary Carlson,ia,2014,2018,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Romeo Munoz Cachola,hi,2012,2018,-1.343707227,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Adam Neylon,wi,2013,2018,1.150031834,R,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,,
Luke A. Rankin Sr.,sc,1993,2020,0.236659314,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Francis Gregory Delleney Jr.,sc,1991,2018,0.628530612,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Charles Neil Sims Jr.,ga,1996,2014,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Carol L. Hudkins,ne,1992,2008,,NP,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Doug Shull,ia,2002,2006,0.932644413,R,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Bill Feuerborn,ks,1994,2012,-1.414933465,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Jean Philippe Barros,ri,2014,2018,-0.522262196,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Abe Deutschendorf,ok,1994,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Larry Linwell Rowe,wv,2014,2018,-1.047103144,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Scott M. Jensen,mn,2016,2020,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Dennis Richardson,or,2002,2014,0.924278823,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Carl Milton Levin,us,1978,2014,-0.96949606,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
John Joseph Picchiotti,me,2014,2018,0.954743633,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Elisabeth J. Baker,pa,2006,2018,0.3742381,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Charles Francis Pelkey,wy,2014,2018,-0.803931773,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Wayne Christian,tx,2006,2012,0.673093463,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Timothy F. Hennessey,pa,1992,2018,0.47285006,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Dianne Miller Hamilton,nm,1998,2016,4.193877834,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
David Luneau,nh,2014,2018,-1.156726253,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Angelo J. Puppolo Jr.,ma,2006,2018,-0.501655812,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Lillian LaFontaine O'Brien,me,1999,2006,-1.127490081,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Roger Edward Barrus,ut,2000,2014,0.475882581,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Joseph S. Cannon,id,2002,2005,,R,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,
Terri Jo Austin,in,2002,2018,-0.979123802,D,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Eric L. Adams,ny,2006,2014,-0.700322695,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Dean Urdahl,mn,2002,2018,0.537008284,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Adriano Espaillat,ny,2010,2016,-0.886339301,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Terri L. Hill,md,2014,2018,-0.667798093,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
John Calvin Fleming Jr.,us,2008,2016,1.248466052,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Al Williams,ga,2002,2018,-1.200411772,D,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Helio Melo,ri,2004,2016,-0.784933088,D,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Walter Greene Church Sr.,nc,1992,2008,,D,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
David Wilkerson,ga,2016,2018,-1.649751698,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Frank A. Howard,la,2007,2019,0.850583174,R,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Darren Jernigan,tn,2012,2018,-0.929149783,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Richard B. Weldon,md,2002,2009,,R,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,,,,,
Larry G. Elliott,nh,2000,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Francis C. Heitmeier,la,1992,2007,-1.011152151,D,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Ryan N. Hansen,nh,2002,2008,,R,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Kenneth Cooper Alexander,va,2012,2019,-0.619275371,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
"Edward Homan, Jr.",fl,2002,2010,0.825573911,R,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
William B. Daniel IV,la,1995,2007,0.039436768,R,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Greg Treat,ok,2011,2020,0.233243634,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
